EntrezID;EnsemblID;LogFC
810;ENSG00000178363;1.418048602
9935;ENSG00000204103;1.421560362
115572;ENSG00000158246;1.42236274
10678;ENSG00000170340;1.423811651
147804;ENSG00000241015;1.424223512
1278;ENSG00000164692;1.424770206
3624;ENSG00000122641;1.4281256
8787;ENSG00000108370;1.430146412
101929215;ENSG00000249825;1.430959226
9402;ENSG00000100351;1.430995632
6447;ENSG00000166922;1.432664546
64411;ENSG00000120318;1.440404129
51313;ENSG00000164125;1.440539937
2;ENSG00000175899;1.440639247
9108;ENSG00000003987;1.449164788
9915;ENSG00000172379;1.458244501
285175;ENSG00000144406;1.458775341
1299;ENSG00000092758;1.461254061
9865;ENSG00000255690;1.461691674
23657;ENSG00000151012;1.465988833
59;ENSG00000107796;1.472313534
151126;ENSG00000144331;1.4783615
1129;ENSG00000181072;1.482056663
5271;ENSG00000166401;1.482811915
27065;ENSG00000168824;1.485516103
51421;ENSG00000114019;1.485711563
2317;ENSG00000136068;1.485832629
3084;ENSG00000157168;1.485833105
11249;ENSG00000144227;1.489853732
54997;ENSG00000088992;1.491451199
90187;ENSG00000183798;1.49776561
115361;ENSG00000162654;1.500766108
22843;ENSG00000175175;1.501234519
3486;ENSG00000146674;1.502923785
79698;ENSG00000165061;1.502984984
10267;ENSG00000132329;1.505195926
79158;ENSG00000111670;1.506562278
347730;ENSG00000162951;1.510600414
3164;ENSG00000123358;1.511885324
143903;ENSG00000204381;1.514857941
NA;ENSG00000257242;1.518965665
10903;ENSG00000014914;1.526253168
23576;ENSG00000153904;1.529649339
81788;ENSG00000163545;1.52995591
59277;ENSG00000074527;1.531201354
5592;ENSG00000185532;1.538430208
10625;ENSG00000116679;1.544323656
151887;ENSG00000091986;1.544545484
9723;ENSG00000170381;1.545378019
1009;ENSG00000140937;1.557529397
8321;ENSG00000157240;1.560960151
2199;ENSG00000163520;1.564689606
43;ENSG00000087085;1.566366268
5208;ENSG00000123836;1.568121982
22871;ENSG00000169760;1.570129604
24141;ENSG00000125869;1.573409998
5328;ENSG00000122861;1.573529739
4133;ENSG00000078018;1.573700224
84239;ENSG00000127249;1.574952799
10129;ENSG00000073910;1.57873218
399947;ENSG00000185742;1.578804434
9638;ENSG00000149557;1.581978555
27254;ENSG00000172346;1.582829503
375616;ENSG00000135253;1.586120091
649264;ENSG00000215478;1.587402455
375611;ENSG00000170615;1.589302975
4313;ENSG00000087245;1.591008411
2893;ENSG00000152578;1.594787133
2113;ENSG00000134954;1.604046965
64651;ENSG00000144655;1.608323428
2252;ENSG00000140285;1.609461841
7291;ENSG00000122691;1.613702829
11135;ENSG00000128283;1.61408904
84709;ENSG00000137463;1.619006629
55959;ENSG00000196562;1.620722591
23057;ENSG00000157064;1.629286594
2596;ENSG00000172020;1.633016133
8516;ENSG00000077943;1.635956166
375033;ENSG00000187800;1.642258174
9227;ENSG00000121207;1.645030821
23026;ENSG00000041515;1.646911813
3481;ENSG00000167244;1.650976957
84109;ENSG00000186867;1.65288636
147372;ENSG00000183287;1.656601993
57221;ENSG00000112379;1.656886414
10085;ENSG00000164176;1.657089325
6446;ENSG00000118515;1.659730107
3680;ENSG00000144668;1.661507158
683;ENSG00000109743;1.664473841
55106;ENSG00000172123;1.664499218
152404;ENSG00000144847;1.6713663
441376;ENSG00000205002;1.67197843
3106;ENSG00000234745;1.676478725
9901;ENSG00000196220;1.681223572
150244;ENSG00000133519;1.681423296
2255;ENSG00000070193;1.682367084
9056;ENSG00000155465;1.684405417
340533;ENSG00000050030;1.695787763
139081;ENSG00000165509;1.695874726
55359;ENSG00000060140;1.695936524
11075;ENSG00000104435;1.696629319
1302;ENSG00000204248;1.703152373
23604;ENSG00000035664;1.704179228
2000;ENSG00000102034;1.704279181
23768;ENSG00000185070;1.71089378
2674;ENSG00000151892;1.712860736
152273;ENSG00000154783;1.713950303
7114;ENSG00000205542;1.717259368
65989;ENSG00000171462;1.732878555
2827;ENSG00000181773;1.733921549
9628;ENSG00000182732;1.739070881
887;ENSG00000110148;1.739939588
744;ENSG00000066382;1.740522212
7093;ENSG00000095587;1.750887988
2492;ENSG00000170820;1.754601516
50940;ENSG00000128655;1.754691705
79605;ENSG00000177614;1.759561623
114800;ENSG00000055813;1.765061505
869;ENSG00000102924;1.77356125
9717;ENSG00000103184;1.775060984
2925;ENSG00000126010;1.775205719
390;ENSG00000115963;1.778586612
1825;ENSG00000134762;1.793159021
170689;ENSG00000166106;1.794239135
2622;ENSG00000141013;1.794892241
201780;ENSG00000145248;1.794901917
1368;ENSG00000135678;1.795343677
8871;ENSG00000078269;1.798230785
7010;ENSG00000120156;1.800476322
11227;ENSG00000136542;1.802745877
5143;ENSG00000105650;1.80583674
92558;ENSG00000135127;1.807386714
956;ENSG00000168032;1.807684254
27075;ENSG00000106537;1.809736816
51207;ENSG00000079393;1.811791176
642366;ENSG00000259663;1.813359031
9424;ENSG00000099337;1.813557089
220164;ENSG00000206052;1.81438129
55107;ENSG00000131620;1.814494785
2561;ENSG00000145864;1.817288413
8715;ENSG00000101746;1.824671623
344148;ENSG00000176771;1.824982824
4753;ENSG00000184613;1.826047112
441282;ENSG00000227471;1.830036206
1295;ENSG00000144810;1.834291291
404281;ENSG00000230797;1.83657614
66004;ENSG00000180155;1.839009644
4609;ENSG00000136997;1.839694332
5366;ENSG00000141682;1.84365854
5354;ENSG00000123560;1.846740066
166863;ENSG00000151962;1.850877307
160428;ENSG00000136010;1.854221455
845;ENSG00000118729;1.85736275
58480;ENSG00000116574;1.861445917
344838;ENSG00000188582;1.862361155
51678;ENSG00000105926;1.866441134
55244;ENSG00000142494;1.86657342
8292;ENSG00000206561;1.86676201
3491;ENSG00000142871;1.873369554
5069;ENSG00000182752;1.875230491
23764;ENSG00000185022;1.880901907
9496;ENSG00000121075;1.881317175
79953;ENSG00000101463;1.881599225
79776;ENSG00000091656;1.882300887
4638;ENSG00000065534;1.88533148
2861;ENSG00000170775;1.898055765
11346;ENSG00000171992;1.902614251
1850;ENSG00000184545;1.915357032
5159;ENSG00000113721;1.922499804
6616;ENSG00000132639;1.923679431
152330;ENSG00000144619;1.927844326
2034;ENSG00000116016;1.93039106
441027;ENSG00000249242;1.930485059
340527;ENSG00000204131;1.930855983
1848;ENSG00000139318;1.932090857
8407;ENSG00000158710;1.933333029
161357;ENSG00000139915;1.936091051
5251;ENSG00000102174;1.940388688
149773;ENSG00000231290;1.940399136
2650;ENSG00000187210;1.9472764
50944;ENSG00000161681;1.955510955
1002;ENSG00000179242;1.958057052
53942;ENSG00000149972;1.958639334
27063;ENSG00000148677;1.96042508
25817;ENSG00000219438;1.966463959
1404;ENSG00000145681;1.967762436
1959;ENSG00000122877;1.968716582
644150;ENSG00000122574;1.969702388
1496;ENSG00000066032;1.97345851
6855;ENSG00000102003;1.97766932
51232;ENSG00000150938;1.983166543
7852;ENSG00000121966;1.983999857
10381;ENSG00000258947;1.984439617
137735;ENSG00000174429;1.98462021
2059;ENSG00000151491;1.988767255
1839;ENSG00000113070;1.989874868
7345;ENSG00000154277;1.991567964
121601;ENSG00000151572;1.995987742
6332;ENSG00000136546;2.002334863
63895;ENSG00000154864;2.003770971
9957;ENSG00000002587;2.011511075
23242;ENSG00000106078;2.013587164
5274;ENSG00000163536;2.024248549
5015;ENSG00000165588;2.026774956
100132159;ENSG00000205488;2.033676246
4914;ENSG00000198400;2.040549422
460;ENSG00000152092;2.043072824
9388;ENSG00000101670;2.044278653
397;ENSG00000111348;2.050207892
55576;ENSG00000136011;2.063507141
266743;ENSG00000174576;2.067761992
7026;ENSG00000185551;2.071284624
7070;ENSG00000154096;2.071644222
2202;ENSG00000115380;2.072889121
57528;ENSG00000183775;2.076184531
8507;ENSG00000171617;2.076204899
23336;ENSG00000182253;2.077327405
3554;ENSG00000115594;2.081640721
84981;ENSG00000186594;2.086971177
79870;ENSG00000164929;2.089671065
55531;ENSG00000110675;2.099813644
59272;ENSG00000130234;2.102306643
10279;ENSG00000112812;2.124061462
158471;ENSG00000106772;2.12846813
8605;ENSG00000105499;2.137732012
1946;ENSG00000184349;2.13911404
340024;ENSG00000174358;2.143432032
117154;ENSG00000126733;2.147714729
9771;ENSG00000136237;2.1482356
249;ENSG00000162551;2.153007044
467;ENSG00000162772;2.154687673
22822;ENSG00000139289;2.155790473
388630;ENSG00000269113;2.156662131
85407;ENSG00000140807;2.158235827
166614;ENSG00000170390;2.159030534
2643;ENSG00000131979;2.159475087
1906;ENSG00000078401;2.162759122
83604;ENSG00000147027;2.163172764
4254;ENSG00000049130;2.17304791
2335;ENSG00000115414;2.180471751
54857;ENSG00000130055;2.184083042
140730;ENSG00000101098;2.202805729
284656;ENSG00000183317;2.208792263
794;ENSG00000172137;2.2158397
6876;ENSG00000149591;2.216500065
7039;ENSG00000163235;2.22111965
145946;ENSG00000185594;2.229793673
639;ENSG00000057657;2.239300185
2122;ENSG00000085276;2.240451784
5414;ENSG00000108387;2.240469473
1620;ENSG00000078725;2.243549843
8482;ENSG00000138623;2.244486531
11238;ENSG00000169239;2.25290019
221687;ENSG00000180537;2.253394947
51761;ENSG00000132932;2.263192467
3645;ENSG00000027644;2.274281257
146;ENSG00000171873;2.274634034
6581;ENSG00000146477;2.289854438
2200;ENSG00000166147;2.291554528
6376;ENSG00000006210;2.299843836
80852;ENSG00000144596;2.305026656
10170;ENSG00000073737;2.308233656
5101;ENSG00000184226;2.315749426
5080;ENSG00000007372;2.320763772
8412;ENSG00000137936;2.322949348
9586;ENSG00000146592;2.324012735
2296;ENSG00000054598;2.325088861
6591;ENSG00000019549;2.327816192
79924;ENSG00000128165;2.330757931
1490;ENSG00000118523;2.333755507
83481;ENSG00000261150;2.340446037
10586;ENSG00000181541;2.344077938
203447;ENSG00000123572;2.345066842
4745;ENSG00000165973;2.352075006
25797;ENSG00000115828;2.353459735
57616;ENSG00000121297;2.356508582
64084;ENSG00000158258;2.357964873
2355;ENSG00000075426;2.363193514
1281;ENSG00000168542;2.368053919
8038;ENSG00000148848;2.369159139
2676;ENSG00000146013;2.371033396
216;ENSG00000165092;2.384296122
26507;ENSG00000119946;2.384569125
57761;ENSG00000101255;2.407325353
79094;ENSG00000128965;2.411937249
26508;ENSG00000163909;2.430345962
654463;ENSG00000214814;2.431053067
54437;ENSG00000082684;2.432386157
9856;ENSG00000137261;2.44396726
1293;ENSG00000163359;2.449950736
81848;ENSG00000187678;2.461359864
7980;ENSG00000105825;2.461751641
2662;ENSG00000266524;2.464511806
387758;ENSG00000176971;2.471115876
100507308;ENSG00000227954;2.484986505
5579;ENSG00000166501;2.501866955
9363;ENSG00000134594;2.506201544
84159;ENSG00000150347;2.547753404
84620;ENSG00000144057;2.550563326
2313;ENSG00000151702;2.553315022
116496;ENSG00000135842;2.556679116
7088;ENSG00000196781;2.577611999
9229;ENSG00000170579;2.577830362
400618;ENSG00000234899;2.5943794
3670;ENSG00000016082;2.595096621
131873;ENSG00000206384;2.608561563
9096;ENSG00000112837;2.610720001
3736;ENSG00000111262;2.61500291
827;ENSG00000077274;2.616142371
10451;ENSG00000134215;2.618256679
1268;ENSG00000118432;2.652432494
340543;ENSG00000204065;2.654741334
79966;ENSG00000145284;2.656869856
320;ENSG00000107282;2.668359549
22989;ENSG00000144821;2.669131717
3778;ENSG00000156113;2.682632995
7057;ENSG00000137801;2.683477508
301;ENSG00000135046;2.685466064
10418;ENSG00000262655;2.703182879
1303;ENSG00000111799;2.703317914
9201;ENSG00000133083;2.720965173
164284;ENSG00000198768;2.727432588
2719;ENSG00000147257;2.72751756
6886;ENSG00000162367;2.738190026
83729;ENSG00000139269;2.738208498
2701;ENSG00000187513;2.755797052
5139;ENSG00000172572;2.756818782
375567;ENSG00000188730;2.761731452
223117;ENSG00000153993;2.804019082
8324;ENSG00000155760;2.807375313
57451;ENSG00000145934;2.818293243
58;ENSG00000143632;2.8320144
400120;ENSG00000180440;2.83680809
2890;ENSG00000155511;2.853516135
3785;ENSG00000075043;2.857728712
57863;ENSG00000162706;2.869556344
139411;ENSG00000165186;2.879602187
347731;ENSG00000198739;2.888978043
23213;ENSG00000137573;2.896672673
10544;ENSG00000101000;2.899450737
1012;ENSG00000140945;2.904227047
5549;ENSG00000188783;2.929427982
84889;ENSG00000165349;2.949681985
6662;ENSG00000125398;2.953237808
3800;ENSG00000168280;2.962903664
29951;ENSG00000165966;2.966414144
4915;ENSG00000148053;2.995494135
2897;ENSG00000171189;3.001936557
7056;ENSG00000178726;3.005362644
343263;ENSG00000221986;3.029760824
64283;ENSG00000214944;3.038752984
5593;ENSG00000138669;3.079001537
27092;ENSG00000075461;3.086232211
10468;ENSG00000134363;3.086524886
57512;ENSG00000151025;3.087342838
5327;ENSG00000104368;3.187604072
652;ENSG00000125378;3.198312058
2532;ENSG00000213088;3.213826875
2669;ENSG00000164949;3.214100346
4045;ENSG00000185565;3.217739195
119587;ENSG00000121898;3.226049803
64094;ENSG00000112562;3.290031368
27295;ENSG00000154553;3.293555492
7060;ENSG00000113296;3.299329237
2118;ENSG00000175832;3.335236509
57795;ENSG00000198797;3.337709901
2331;ENSG00000122176;3.342588848
4852;ENSG00000122585;3.361707846
5618;ENSG00000113494;3.364284932
1641;ENSG00000077279;3.365378352
2571;ENSG00000128683;3.366974519
5054;ENSG00000106366;3.368951083
8013;ENSG00000119508;3.381485277
3672;ENSG00000213949;3.42883817
440193;ENSG00000015133;3.436771554
100506274;ENSG00000229727;3.448020461
1846;ENSG00000120875;3.466032606
6943;ENSG00000118526;3.491105416
5794;ENSG00000080031;3.495563919
348938;ENSG00000172548;3.539616459
6588;ENSG00000170290;3.554446886
7025;ENSG00000175745;3.563113605
50863;ENSG00000182667;3.578345221
392255;ENSG00000156466;3.681844162
83894;ENSG00000137473;3.728803953
22941;ENSG00000162105;3.814545831
51334;ENSG00000184838;3.913210946
4005;ENSG00000135363;3.920671487
5999;ENSG00000117152;3.990983137
4978;ENSG00000183715;4.007289188
2185;ENSG00000120899;4.008326205
53353;ENSG00000168702;4.02946773
388939;ENSG00000179270;4.042633095
4629;ENSG00000133392;4.062635447
22998;ENSG00000064042;4.088306312
8840;ENSG00000104415;4.089487537
9745;ENSG00000198597;4.37776509
5019;ENSG00000083720;4.385078259
11259;ENSG00000168386;4.577189432
25878;ENSG00000101825;4.770451603
5457;ENSG00000152192;4.80499223
10046;ENSG00000013619;4.827394243
10800;ENSG00000173198;5.221854702
100505738;ENSG00000247516;6.312129265
